tree_index	node_name	label
0	0	{'-15', '-1', '-13', '-8', '-12', '-6', '-2', '-16', '-11', '-7'}
1	0	{'-15', '-1', '-13', '-8', '-12', '-6', '-2', '-16', '-11', '-7'}
2	0	{'-15', '-1', '-13', '-8', '-12', '-6', '-2', '-16', '-11', '-7'}
3	0	{'-15', '-1', '-13', '-8', '-12', '-6', '-2', '-16', '-11', '-7'}
4	0	{'-15', '-1', '-13', '-8', '-12', '-6', '-2', '-16', '-11', '-7'}
0	10	{'-1', '-6', '-2', '-16', '-11'}
2	10	{'-15', '-13', '-8', '-12', '-16', '-11', '-7'}
3	10	{'-15', '-1', '-13', '-8', '-12', '-6', '-2', '-16', '-11', '-7'}
4	10	{'-15', '-13', '-8', '-12', '-16', '-11', '-7'}
2	100	{'-15', '-13', '-16'}
1	1000	{'-8', '-7'}
3	1001	{'-8', '-7'}
2	1002	{'-8', '-7'}
2	1003	{'-8', '-7'}
4	1008	{'-1', '-2'}
2	101	{'-15', '-13', '-16'}
0	1022	{'-1', '-2'}
0	103	{'-15', '-13', '-16'}
2	103	{'-1', '-2'}
2	104	{'-11', '-8', '-7'}
3	104	{'-15', '-13', '-16'}
0	1046	{'-1', '-2'}
1	1047	{'-1', '-2'}
1	105	{'-1', '-2'}
3	105	{'-11', '-12', '-8', '-7'}
4	105	{'-15', '-13', '-16'}
1	1051	{'-8', '-7'}
4	1052	{'-1', '-2'}
2	106	{'-1', '-2'}
0	108	{'-1', '-2'}
2	108	{'-15', '-13', '-16'}
2	1092	{'-8', '-7'}
2	1093	{'-8', '-7'}
1	11	{'-15', '-13', '-8', '-12', '-16', '-11', '-7'}
2	11	{'-15', '-1', '-13', '-8', '-12', '-6', '-2', '-16', '-11', '-7'}
3	11	{'-15', '-1', '-13', '-8', '-12', '-6', '-2', '-16', '-11', '-7'}
4	11	{'-15', '-13', '-16'}
0	110	{'-8', '-7'}
4	1102	{'-8', '-7'}
0	112	{'-15', '-13', '-16'}
3	112	{'-15', '-13', '-16'}
4	112	{'-15', '-13'}
4	113	{'-15', '-13', '-16'}
0	114	{'-1', '-2'}
2	114	{'-1', '-2'}
0	1140	{'-1', '-2'}
0	1141	{'-1', '-2'}
4	1142	{'-8', '-7'}
0	1145	{'-8', '-7'}
0	1148	{'-1', '-2'}
0	115	{'-1', '-2'}
2	115	{'-1', '-2'}
3	115	{'-8', '-7'}
3	1151	{'-1', '-2'}
1	1156	{'-1', '-2'}
2	1157	{'-8', '-7'}
3	116	{'-15', '-13', '-16'}
3	1160	{'-8', '-7'}
2	117	{'-15', '-13', '-16'}
2	1173	{'-1', '-2'}
0	1176	{'-8', '-7'}
2	1177	{'-8', '-7'}
0	1178	{'-8', '-7'}
2	118	{'-1', '-2'}
3	118	{'-15', '-13'}
4	1180	{'-8', '-7'}
0	119	{'-15', '-13', '-16'}
1	1194	{'-8', '-7'}
0	12	{'-15', '-13', '-16'}
1	12	{'-15', '-13', '-8', '-12', '-16', '-11', '-7'}
2	12	{'-1', '-6', '-2', '-16', '-11'}
3	12	{'-15', '-1', '-13', '-8', '-12', '-6', '-2', '-16', '-11', '-7'}
4	120	{'-8', '-7'}
3	1200	{'-1', '-2'}
3	1201	{'-1', '-2'}
4	1206	{'-8', '-7'}
0	121	{'-1', '-2'}
1	121	{'-15', '-13'}
