tree_index	node_name	label
0	0	{'-8', '-10', '-14', '-13', '-4', '-6'}
0	2	{'-8', '-14', '-13', '-4', '-6'}
0	3	{'-8', '-10', '-14', '-13', '-4', '-6'}
0	4	{'-8', '-14', '-13', '-4', '-6'}
0	5	{'-8', '-14', '-13', '-4', '-6'}
0	6	{'-13', '-14'}
0	7	{'-8', '-10', '-14', '-13', '-4', '-6'}
0	16	{'-8', '-14', '-13', '-4', '-6'}
0	17	{'-8', '-14', '-13', '-4', '-6'}
0	8	{'-13', '-14'}
0	9	{'-8', '-14', '-13', '-4', '-6'}
0	33	{'-13', '-14'}
0	10	{'-8', '-10', '-14', '-13', '-4', '-6'}
0	11	{'-8', '-14', '-13', '-4', '-6'}
0	28	{'-8', '-14', '-13', '-4', '-6'}
0	29	{'-8', '-14', '-13', '-4', '-6'}
0	25	{'-8', '-14', '-13', '-4', '-6'}
0	72	{'-4', '-6'}
0	243	{'-13', '-14'}
0	18	{'-4', '-6'}
0	34	{'-13', '-14'}
0	191	{'-13', '-14'}
0	23	{'-13', '-14'}
0	12	{'-8', '-14', '-13', '-4', '-6'}
0	13	{'-13', '-14'}
0	43	{'-8', '-14', '-13', '-4', '-6'}
0	44	{'-8', '-14', '-13', '-4', '-6'}
0	45	{'-4', '-6'}
0	31	{'-8', '-4', '-6'}
0	361	{'-4', '-6'}
0	54	{'-4', '-6'}
0	353	{'-13', '-14'}
0	40	{'-13', '-14'}
0	41	{'-13', '-14'}
0	15	{'-13', '-14'}
0	20	{'-13', '-14'}
0	21	{'-13', '-14'}
0	115	{'-4', '-6'}
0	36	{'-8', '-4', '-6'}
0	37	{'-8', '-4', '-6'}
0	522	{'-4', '-6'}
0	523	{'-4', '-6'}
0	92	{'-4', '-6'}
0	93	{'-4', '-6'}
0	48	{'-13', '-14'}
0	68	{'-13', '-14'}
0	39	{'-13', '-14'}
0	109	{'-13', '-14'}
0	74	{'-13', '-14'}
0	46	{'-13', '-14'}
0	47	{'-13', '-14'}
0	385	{'-4', '-6'}
0	1007	{'-4', '-6'}
0	71	{'-4', '-6'}
0	598	{'-4', '-6'}
0	743	{'-4', '-6'}
0	102	{'-4', '-6'}
0	103	{'-4', '-6'}
0	153	{'-4', '-6'}
0	56	{'-13', '-14'}
0	57	{'-13', '-14'}
0	210	{'-13', '-14'}
0	194	{'-13', '-14'}
0	128	{'-13', '-14'}
0	318	{'-13', '-14'}
0	111	{'-13', '-14'}
0	144	{'-13', '-14'}
0	94	{'-13', '-14'}
0	64	{'-13', '-14'}
0	65	{'-13', '-14'}
0	430	{'-4', '-6'}
0	1479	{'-4', '-6'}
0	112	{'-4', '-6'}
0	113	{'-4', '-6'}
0	2102	{'-4', '-6'}
0	570	{'-4', '-6'}
0	358	{'-4', '-6'}
0	143	{'-4', '-6'}
0	442	{'-4', '-6'}
0	118	{'-13', '-14'}
0	198	{'-13', '-14'}
0	261	{'-13', '-14'}
0	179	{'-13', '-14'}
0	124	{'-13', '-14'}
0	173	{'-13', '-14'}
0	268	{'-13', '-14'}
0	104	{'-13', '-14'}
0	215	{'-13', '-14'}
0	82	{'-13', '-14'}
