tree_index	node_name	label
0	0	{'-13', '-11', '-1', '-4', '-10', '-15'}
0	2	{'-13', '-4', '-1', '-15'}
0	3	{'-10', '-11'}
0	5	{'-13', '-4', '-1', '-15'}
0	9	{'-13', '-4', '-1', '-15'}
0	15	{'-13', '-4', '-1', '-15'}
0	10	{'-13', '-4', '-1', '-15'}
0	11	{'-13', '-4', '-1', '-15'}
0	24	{'-13', '-4', '-1', '-15'}
0	31	{'-13', '-4', '-1', '-15'}
0	13	{'-13', '-4', '-1', '-15'}
0	29	{'-13', '-4', '-1', '-15'}
0	40	{'-13', '-4', '-15'}
0	35	{'-13', '-4', '-1', '-15'}
0	18	{'-4', '-15'}
0	19	{'-13', '-4', '-1', '-15'}
0	43	{'-13', '-4', '-15'}
0	302	{'-13', '-4', '-15'}
0	22	{'-4', '-15'}
0	23	{'-4', '-15'}
0	58	{'-13', '-4', '-1', '-15'}
0	484	{'-13', '-4', '-15'}
0	38	{'-4', '-15'}
0	128	{'-4', '-15'}
0	32	{'-4', '-15'}
0	91	{'-4', '-15'}
0	81	{'-13', '-4', '-15'}
0	568	{'-13', '-4', '-15'}
0	54	{'-4', '-15'}
0	55	{'-4', '-15'}
0	180	{'-4', '-15'}
0	181	{'-4', '-15'}
0	46	{'-4', '-15'}
0	49	{'-4', '-15'}
0	207	{'-4', '-15'}
0	249	{'-4', '-15'}
0	146	{'-13', '-4', '-15'}
0	683	{'-13', '-4', '-15'}
0	72	{'-4', '-15'}
0	73	{'-4', '-15'}
0	109	{'-4', '-15'}
0	218	{'-4', '-15'}
0	544	{'-4', '-15'}
0	545	{'-4', '-15'}
0	391	{'-4', '-15'}
0	96	{'-4', '-15'}
0	97	{'-4', '-15'}
0	67	{'-4', '-15'}
0	95	{'-4', '-15'}
0	282	{'-4', '-15'}
0	283	{'-4', '-15'}
0	362	{'-4', '-15'}
0	363	{'-4', '-15'}
0	192	{'-13', '-4', '-15'}
0	193	{'-13', '-4', '-15'}
0	102	{'-4', '-15'}
0	1256	{'-4', '-15'}
0	615	{'-4', '-15'}
0	809	{'-4', '-15'}
0	110	{'-4', '-15'}
0	151	{'-4', '-15'}
0	116	{'-4', '-15'}
0	86	{'-4', '-15'}
0	118	{'-4', '-15'}
0	508	{'-4', '-15'}
0	981	{'-4', '-15'}
0	405	{'-4', '-15'}
0	366	{'-13', '-4', '-15'}
0	263	{'-4', '-15'}
0	322	{'-4', '-15'}
0	186	{'-4', '-15'}
0	187	{'-4', '-15'}
0	162	{'-4', '-15'}
0	243	{'-4', '-15'}
0	171	{'-4', '-15'}
0	158	{'-4', '-15'}
0	159	{'-4', '-15'}
0	827	{'-4', '-15'}
0	692	{'-4', '-15'}
0	620	{'-4', '-15'}
0	534	{'-4', '-15'}
0	182	{'-4', '-15'}
0	183	{'-4', '-15'}
0	273	{'-4', '-15'}
0	816	{'-4', '-15'}
0	1025	{'-4', '-15'}
0	574	{'-4', '-15'}
0	922	{'-4', '-15'}
0	425	{'-4', '-15'}
0	233	{'-4', '-15'}
0	423	{'-4', '-15'}
0	636	{'-4', '-15'}
0	1367	{'-4', '-15'}
0	350	{'-4', '-15'}
0	506	{'-4', '-15'}
0	797	{'-4', '-15'}
0	763	{'-4', '-15'}
0	1303	{'-4', '-15'}
1	0	{'-13', '-11', '-1', '-4', '-10', '-15'}
1	2	{'-13', '-11', '-1', '-4', '-10', '-15'}
1	3	{'-13', '-11', '-1', '-4', '-10', '-15'}
1	5	{'-13', '-11', '-1', '-4', '-10', '-15'}
1	7	{'-13', '-11', '-1', '-4', '-10', '-15'}
1	8	{'-13', '-11', '-1', '-4', '-10', '-15'}
1	10	{'-13', '-4', '-1', '-15'}
1	11	{'-13', '-11', '-1', '-4', '-10', '-15'}
1	17	{'-13', '-4', '-1', '-15'}
1	26	{'-13', '-4', '-1', '-15'}
1	27	{'-13', '-4', '-1', '-15'}
1	14	{'-13', '-11', '-1', '-4', '-10', '-15'}
1	28	{'-13', '-4', '-1', '-15'}
1	29	{'-13', '-4', '-1', '-15'}
1	63	{'-13', '-4', '-1', '-15'}
1	113	{'-13', '-4', '-15'}
1	18	{'-13', '-4', '-1', '-15'}
1	38	{'-13', '-4', '-1', '-15'}
1	39	{'-13', '-4', '-1', '-15'}
1	49	{'-13', '-4', '-1', '-15'}
1	694	{'-13', '-4', '-15'}
1	765	{'-13', '-4', '-15'}
1	33	{'-13', '-4', '-1', '-15'}
1	51	{'-13', '-4', '-1', '-15'}
1	52	{'-4', '-15'}
1	54	{'-13', '-4', '-1', '-15'}
1	106	{'-4', '-15'}
1	76	{'-13', '-4', '-1', '-15'}
1	77	{'-4', '-15'}
1	933	{'-13', '-4', '-15'}
1	852	{'-13', '-4', '-15'}
1	92	{'-13', '-4', '-1', '-15'}
1	115	{'-13', '-4', '-15'}
1	66	{'-13', '-4', '-15'}
1	124	{'-4', '-15'}
