tree_index	node_name	label
0	0	{'-10', '-4', '-13', '-15', '-11', '-1'}
0	2	{'-1', '-13', '-15', '-4'}
0	3	{'-10', '-11'}
0	5	{'-1', '-13', '-15', '-4'}
0	9	{'-1', '-13', '-15', '-4'}
0	15	{'-1', '-13', '-15', '-4'}
0	10	{'-1', '-13', '-15', '-4'}
0	11	{'-1', '-13', '-15', '-4'}
0	24	{'-1', '-13', '-15', '-4'}
0	31	{'-1', '-13', '-15', '-4'}
0	13	{'-1', '-13', '-15', '-4'}
0	29	{'-1', '-13', '-15', '-4'}
0	40	{'-13', '-15', '-4'}
0	35	{'-1', '-13', '-15', '-4'}
0	18	{'-15', '-4'}
0	19	{'-1', '-13', '-15', '-4'}
0	43	{'-13', '-15', '-4'}
0	302	{'-13', '-15', '-4'}
0	22	{'-15', '-4'}
0	23	{'-15', '-4'}
0	58	{'-1', '-13', '-15', '-4'}
0	484	{'-13', '-15', '-4'}
0	38	{'-15', '-4'}
0	128	{'-15', '-4'}
0	32	{'-15', '-4'}
0	91	{'-15', '-4'}
0	81	{'-13', '-15', '-4'}
0	568	{'-13', '-15', '-4'}
0	54	{'-15', '-4'}
0	55	{'-15', '-4'}
0	180	{'-15', '-4'}
0	181	{'-15', '-4'}
0	46	{'-15', '-4'}
0	49	{'-15', '-4'}
0	207	{'-15', '-4'}
0	249	{'-15', '-4'}
0	146	{'-13', '-15', '-4'}
0	683	{'-13', '-15', '-4'}
0	72	{'-15', '-4'}
0	73	{'-15', '-4'}
0	109	{'-15', '-4'}
0	218	{'-15', '-4'}
0	544	{'-15', '-4'}
0	545	{'-15', '-4'}
0	391	{'-15', '-4'}
0	96	{'-15', '-4'}
0	97	{'-15', '-4'}
0	67	{'-15', '-4'}
0	95	{'-15', '-4'}
0	282	{'-15', '-4'}
0	283	{'-15', '-4'}
0	362	{'-15', '-4'}
0	363	{'-15', '-4'}
0	192	{'-13', '-15', '-4'}
0	193	{'-13', '-15', '-4'}
0	102	{'-15', '-4'}
0	1256	{'-15', '-4'}
0	615	{'-15', '-4'}
0	809	{'-15', '-4'}
0	110	{'-15', '-4'}
0	151	{'-15', '-4'}
0	116	{'-15', '-4'}
0	86	{'-15', '-4'}
0	118	{'-15', '-4'}
0	508	{'-15', '-4'}
0	981	{'-15', '-4'}
0	405	{'-15', '-4'}
0	366	{'-13', '-15', '-4'}
0	263	{'-15', '-4'}
0	322	{'-15', '-4'}
0	186	{'-15', '-4'}
0	187	{'-15', '-4'}
0	162	{'-15', '-4'}
0	243	{'-15', '-4'}
0	171	{'-15', '-4'}
0	158	{'-15', '-4'}
0	159	{'-15', '-4'}
0	827	{'-15', '-4'}
0	692	{'-15', '-4'}
0	620	{'-15', '-4'}
0	534	{'-15', '-4'}
0	182	{'-15', '-4'}
0	183	{'-15', '-4'}
0	273	{'-15', '-4'}
0	816	{'-15', '-4'}
0	1025	{'-15', '-4'}
0	574	{'-15', '-4'}
0	922	{'-15', '-4'}
0	425	{'-15', '-4'}
0	233	{'-15', '-4'}
0	423	{'-15', '-4'}
0	636	{'-15', '-4'}
0	1367	{'-15', '-4'}
0	350	{'-15', '-4'}
0	506	{'-15', '-4'}
0	797	{'-15', '-4'}
0	763	{'-15', '-4'}
0	1303	{'-15', '-4'}
1	0	{'-10', '-4', '-13', '-15', '-11', '-1'}
1	2	{'-10', '-4', '-13', '-15', '-11', '-1'}
1	3	{'-10', '-4', '-13', '-15', '-11', '-1'}
1	5	{'-10', '-4', '-13', '-15', '-11', '-1'}
1	7	{'-10', '-4', '-13', '-15', '-11', '-1'}
1	8	{'-10', '-4', '-13', '-15', '-11', '-1'}
1	10	{'-1', '-13', '-15', '-4'}
1	11	{'-10', '-4', '-13', '-15', '-11', '-1'}
1	17	{'-1', '-13', '-15', '-4'}
1	26	{'-1', '-13', '-15', '-4'}
1	27	{'-1', '-13', '-15', '-4'}
1	14	{'-10', '-4', '-13', '-15', '-11', '-1'}
1	28	{'-1', '-13', '-15', '-4'}
1	29	{'-1', '-13', '-15', '-4'}
1	63	{'-1', '-13', '-15', '-4'}
1	113	{'-13', '-15', '-4'}
1	18	{'-1', '-13', '-15', '-4'}
1	38	{'-1', '-13', '-15', '-4'}
1	39	{'-1', '-13', '-15', '-4'}
1	49	{'-1', '-13', '-15', '-4'}
1	694	{'-13', '-15', '-4'}
1	765	{'-13', '-15', '-4'}
1	33	{'-1', '-13', '-15', '-4'}
1	51	{'-1', '-13', '-15', '-4'}
1	52	{'-15', '-4'}
1	54	{'-1', '-13', '-15', '-4'}
1	106	{'-15', '-4'}
