tree_index	node_name	label
0	0	{'-8', '-2', '-10', '-9', '-16', '-5', '-7', '-1', '-4', '-3'}
1	0	{'-8', '-2', '-10', '-9', '-16', '-5', '-7', '-1', '-4', '-3'}
2	0	{'-8', '-2', '-10', '-9', '-16', '-5', '-7', '-1', '-4', '-3'}
3	0	{'-8', '-2', '-10', '-9', '-16', '-5', '-7', '-1', '-4', '-3'}
4	0	{'-8', '-2', '-10', '-9', '-16', '-5', '-7', '-1', '-4', '-3'}
4	10	{'-8', '-5', '-7', '-2', '-4', '-3'}
2	100	{'-2', '-4', '-3'}
3	1004	{'-4', '-3'}
3	1005	{'-4', '-3'}
4	101	{'-2', '-4', '-3'}
3	1010	{'-4', '-3'}
0	1013	{'-16', '-10'}
1	1014	{'-4', '-3'}
4	102	{'-2', '-4', '-3'}
3	1027	{'-4', '-3'}
4	1039	{'-4', '-3'}
3	104	{'-8', '-7', '-5'}
2	105	{'-16', '-10'}
3	105	{'-8', '-7', '-5'}
0	1053	{'-16', '-10'}
1	1056	{'-4', '-3'}
0	1058	{'-4', '-3'}
0	1059	{'-4', '-3'}
1	106	{'-16', '-10'}
0	1064	{'-4', '-3'}
2	1068	{'-16', '-10'}
2	107	{'-2', '-4', '-3'}
3	1077	{'-16', '-10'}
0	108	{'-2', '-4', '-3'}
1	108	{'-2', '-4', '-3'}
2	108	{'-8', '-7', '-5'}
3	108	{'-2', '-4', '-3'}
4	108	{'-16', '-10'}
1	1082	{'-4', '-3'}
2	109	{'-8', '-7', '-5'}
4	109	{'-16', '-10'}
0	1094	{'-4', '-3'}
1	1094	{'-4', '-3'}
0	1095	{'-4', '-3'}
0	1097	{'-16', '-10'}
0	11	{'-9', '-16', '-1', '-10'}
1	11	{'-10', '-9', '-16', '-1', '-3'}
3	11	{'-2', '-4', '-3'}
4	11	{'-8', '-2', '-10', '-9', '-16', '-5', '-7', '-1', '-4', '-3'}
2	110	{'-16', '-10'}
2	1100	{'-4', '-3'}
2	111	{'-16', '-10'}
0	1111	{'-4', '-3'}
3	1118	{'-16', '-10'}
3	1119	{'-16', '-10'}
0	112	{'-16', '-10'}
1	112	{'-9', '-10'}
3	113	{'-2', '-4', '-3'}
2	1139	{'-16', '-10'}
1	1140	{'-4', '-3'}
1	1141	{'-4', '-3'}
2	1143	{'-4', '-3'}
2	1153	{'-4', '-3'}
0	116	{'-16', '-10'}
2	116	{'-16', '-10'}
3	116	{'-8', '-7', '-5'}
0	1165	{'-4', '-3'}
0	117	{'-16', '-10'}
2	117	{'-16', '-10'}
3	117	{'-8', '-7', '-5'}
4	118	{'-2', '-4', '-3'}
1	1183	{'-4', '-3'}
2	119	{'-2', '-4', '-3'}
2	1190	{'-16', '-10'}
4	1190	{'-16', '-10'}
0	1195	{'-16', '-10'}
0	12	{'-2', '-4', '-3'}
2	12	{'-8', '-2', '-10', '-9', '-16', '-5', '-7', '-1', '-4', '-3'}
3	120	{'-16', '-10'}
4	120	{'-16', '-10'}
2	121	{'-16', '-10'}
4	121	{'-16', '-10'}
2	122	{'-8', '-7', '-5'}
4	122	{'-4', '-3'}
2	1223	{'-16', '-10'}
4	1229	{'-4', '-3'}
2	123	{'-8', '-7', '-5'}
2	124	{'-4', '-3'}
2	1241	{'-16', '-10'}
2	1243	{'-16', '-10'}
1	125	{'-2', '-4', '-3'}
2	125	{'-2', '-4', '-3'}
0	1251	{'-16', '-10'}
4	1254	{'-4', '-3'}
2	126	{'-16', '-10'}
2	1261	{'-16', '-10'}
0	127	{'-16', '-10'}
3	1273	{'-16', '-10'}
2	1275	{'-4', '-3'}
1	128	{'-2', '-4', '-3'}
1	129	{'-2', '-4', '-3'}
3	129	{'-4', '-3'}
0	13	{'-2', '-4', '-3'}
2	13	{'-2', '-4', '-3'}
4	13	{'-8', '-2', '-10', '-9', '-16', '-5', '-7', '-1', '-4', '-3'}
0	130	{'-16', '-10'}
2	130	{'-8', '-5', '-7', '-2', '-4', '-3'}
3	130	{'-9', '-10'}
2	1306	{'-4', '-3'}
0	131	{'-16', '-10'}
0	132	{'-16', '-10'}
2	132	{'-2', '-4', '-3'}
0	133	{'-16', '-10'}
3	1330	{'-16', '-10'}
4	134	{'-2', '-4', '-3'}
1	1348	{'-4', '-3'}
0	1350	{'-4', '-3'}
2	1355	{'-16', '-10'}
0	1357	{'-4', '-3'}
2	136	{'-8', '-7', '-5'}
4	137	{'-16', '-10'}
2	1376	{'-4', '-3'}
4	1377	{'-4', '-3'}
3	138	{'-9', '-10'}
4	1386	{'-16', '-10'}
4	1393	{'-16', '-10'}
2	14	{'-8', '-2', '-10', '-9', '-16', '-5', '-7', '-1', '-4', '-3'}
4	14	{'-2', '-4', '-3'}
4	140	{'-16', '-10'}
3	1402	{'-16', '-10'}
4	141	{'-16', '-10'}
2	142	{'-9', '-10'}
3	1421	{'-16', '-10'}
1	143	{'-2', '-4', '-3'}
3	143	{'-2', '-4', '-3'}
2	144	{'-8', '-7', '-5'}
3	144	{'-16', '-10'}
3	145	{'-16', '-10'}
0	1453	{'-16', '-10'}
0	1457	{'-4', '-3'}
3	1457	{'-16', '-10'}
0	1460	{'-16', '-10'}
2	1463	{'-4', '-3'}
1	1468	{'-16', '-10'}
1	1469	{'-16', '-10'}
4	147	{'-16', '-10'}
0	1475	{'-16', '-10'}
0	1484	{'-16', '-10'}
4	1488	{'-4', '-3'}
2	149	{'-9', '-10'}
1	15	{'-2', '-4', '-3'}
2	15	{'-8', '-2', '-10', '-9', '-16', '-5', '-7', '-1', '-4', '-3'}
4	15	{'-8', '-2', '-10', '-9', '-16', '-5', '-7', '-1', '-4', '-3'}
4	150	{'-16', '-10'}
3	1500	{'-16', '-10'}
4	1507	{'-16', '-10'}
0	151	{'-9', '-10'}
4	151	{'-16', '-10'}
3	1510	{'-16', '-10'}
0	1512	{'-4', '-3'}
0	1513	{'-4', '-3'}
4	1528	{'-4', '-3'}
3	153	{'-8', '-7', '-5'}
2	1531	{'-4', '-3'}
4	154	{'-16', '-10'}
1	1543	{'-16', '-10'}
2	155	{'-2', '-4', '-3'}
4	155	{'-16', '-10'}
1	1556	{'-4', '-3'}
3	156	{'-16', '-10'}
4	156	{'-2', '-4', '-3'}
2	1567	{'-4', '-3'}
3	157	{'-16', '-10'}
4	157	{'-2', '-4', '-3'}
1	158	{'-16', '-10'}
2	158	{'-2', '-4', '-3'}
2	1581	{'-16', '-10'}
4	1589	{'-4', '-3'}
1	159	{'-16', '-10'}
2	159	{'-2', '-4', '-3'}
3	159	{'-16', '-10'}
4	159	{'-16', '-10'}
0	1594	{'-16', '-10'}
0	16	{'-9', '-10'}
2	16	{'-8', '-2', '-10', '-9', '-16', '-5', '-7', '-1', '-4', '-3'}
3	16	{'-10', '-9', '-16', '-1', '-3'}
4	16	{'-2', '-4', '-3'}
0	160	{'-16', '-10'}
4	160	{'-4', '-3'}
2	1603	{'-16', '-10'}
1	162	{'-2', '-4', '-3'}
2	1620	{'-16', '-10'}
0	165	{'-16', '-10'}
2	165	{'-16', '-10'}
0	1656	{'-16', '-10'}
3	166	{'-2', '-4', '-3'}
4	166	{'-4', '-3'}
2	167	{'-9', '-10'}
3	1677	{'-16', '-10'}
2	169	{'-2', '-4', '-3'}
4	1692	{'-4', '-3'}
3	1693	{'-4', '-3'}
0	1695	{'-4', '-3'}
0	1698	{'-16', '-10'}
1	17	{'-9', '-16', '-1', '-10'}
2	17	{'-2', '-4', '-3'}
2	170	{'-16', '-10'}
2	171	{'-16', '-10'}
2	1718	{'-16', '-10'}
4	172	{'-2', '-4', '-3'}
2	1722	{'-16', '-10'}
4	1724	{'-16', '-10'}
1	1726	{'-4', '-3'}
0	173	{'-8', '-7', '-5'}
2	173	{'-2', '-4', '-3'}
0	1734	{'-4', '-3'}
4	1742	{'-16', '-10'}
0	175	{'-4', '-3'}
2	175	{'-2', '-4', '-3'}
0	1759	{'-4', '-3'}
1	1766	{'-4', '-3'}
4	177	{'-2', '-4', '-3'}
4	1772	{'-4', '-3'}
2	178	{'-8', '-7', '-5'}
3	178	{'-4', '-3'}
0	1782	{'-4', '-3'}
0	1786	{'-16', '-10'}
1	179	{'-16', '-10'}
2	179	{'-8', '-7', '-5'}
1	1795	{'-4', '-3'}
0	18	{'-8', '-7', '-5'}
2	18	{'-8', '-2', '-10', '-9', '-16', '-5', '-7', '-1', '-4', '-3'}
3	18	{'-2', '-4', '-3'}
0	182	{'-8', '-7', '-5'}
2	1823	{'-4', '-3'}
0	183	{'-8', '-7', '-5'}
4	183	{'-16', '-10'}
1	185	{'-4', '-3'}
2	185	{'-2', '-4', '-3'}
4	185	{'-2', '-4', '-3'}
3	1851	{'-4', '-3'}
0	186	{'-16', '-10'}
1	1869	{'-16', '-10'}
4	187	{'-2', '-4', '-3'}
1	1875	{'-4', '-3'}
4	1879	{'-16', '-10'}
0	1885	{'-16', '-10'}
2	189	{'-9', '-10'}
2	1897	{'-16', '-10'}
0	19	{'-8', '-7', '-5'}
1	19	{'-9', '-16', '-1', '-10'}
2	19	{'-10', '-9', '-16', '-1', '-3'}
3	19	{'-2', '-4', '-3'}
4	19	{'-8', '-5', '-7', '-2', '-4', '-3'}
0	1900	{'-4', '-3'}
0	191	{'-16', '-10'}
2	191	{'-4', '-3'}
0	1914	{'-16', '-10'}
2	192	{'-16', '-10'}
4	1925	{'-4', '-3'}
1	194	{'-2', '-4', '-3'}
2	1944	{'-4', '-3'}
1	195	{'-2', '-4', '-3'}
4	195	{'-16', '-10'}
3	196	{'-2', '-4', '-3'}
4	196	{'-2', '-4', '-3'}
4	1963	{'-4', '-3'}
1	197	{'-2', '-4', '-3'}
4	197	{'-2', '-4', '-3'}
1	1988	{'-4', '-3'}
2	199	{'-16', '-10'}
4	199	{'-10', '-9', '-16', '-1', '-3'}
4	1990	{'-4', '-3'}
2	1992	{'-16', '-10'}
0	2	{'-9', '-16', '-1', '-10'}
0	20	{'-2', '-4', '-3'}
4	20	{'-10', '-9', '-16', '-1', '-3'}
0	200	{'-16', '-10'}
3	200	{'-16', '-10'}
4	200	{'-2', '-4', '-3'}
2	2001	{'-4', '-3'}
4	2001	{'-16', '-10'}
0	201	{'-16', '-10'}
1	201	{'-2', '-4', '-3'}
0	2019	{'-4', '-3'}
1	202	{'-4', '-3'}
4	202	{'-2', '-4', '-3'}
2	2023	{'-4', '-3'}
4	2040	{'-16', '-10'}
2	206	{'-8', '-7', '-5'}
1	208	{'-16', '-10'}
2	2082	{'-4', '-3'}
0	209	{'-4', '-3'}
2	209	{'-16', '-10'}
0	21	{'-2', '-4', '-3'}
2	21	{'-8', '-2', '-10', '-9', '-16', '-5', '-7', '-1', '-4', '-3'}
4	21	{'-9', '-16', '-1', '-10'}
2	210	{'-4', '-3'}
3	210	{'-16', '-10'}
4	2105	{'-4', '-3'}
2	2107	{'-4', '-3'}
2	211	{'-2', '-4', '-3'}
3	211	{'-16', '-10'}
0	212	{'-4', '-3'}
2	212	{'-4', '-3'}
4	212	{'-16', '-10'}
3	2124	{'-4', '-3'}
2	216	{'-2', '-4', '-3'}
0	2164	{'-16', '-10'}
2	217	{'-2', '-4', '-3'}
1	2177	{'-4', '-3'}
0	2182	{'-4', '-3'}
1	219	{'-2', '-4', '-3'}
4	219	{'-4', '-3'}
1	2192	{'-4', '-3'}
3	2199	{'-4', '-3'}
4	2199	{'-16', '-10'}
0	22	{'-16', '-10'}
1	22	{'-2', '-4', '-3'}
4	22	{'-8', '-5', '-7', '-2', '-4', '-3'}
3	2203	{'-16', '-10'}
4	221	{'-2', '-4', '-3'}
4	223	{'-16', '-10'}
2	2234	{'-16', '-10'}
3	2238	{'-16', '-10'}
3	2239	{'-16', '-10'}
2	224	{'-16', '-10'}
4	224	{'-16', '-10'}
2	225	{'-16', '-10'}
4	225	{'-16', '-10'}
4	2254	{'-16', '-10'}
4	2257	{'-16', '-10'}
2	226	{'-2', '-4', '-3'}
4	226	{'-2', '-4', '-3'}
0	2263	{'-4', '-3'}
0	227	{'-16', '-10'}
3	227	{'-16', '-10'}
0	2272	{'-16', '-10'}
0	228	{'-8', '-7', '-5'}
4	228	{'-2', '-4', '-3'}
3	229	{'-2', '-4', '-3'}
2	23	{'-2', '-4', '-3'}
4	230	{'-2', '-4', '-3'}
1	2321	{'-16', '-10'}
4	2323	{'-16', '-10'}
4	233	{'-2', '-4', '-3'}
1	2330	{'-4', '-3'}
3	2337	{'-16', '-10'}
0	234	{'-2', '-4', '-3'}
4	234	{'-2', '-4', '-3'}
0	2349	{'-4', '-3'}
2	235	{'-9', '-10'}
3	235	{'-2', '-4', '-3'}
1	236	{'-2', '-4', '-3'}
2	2360	{'-16', '-10'}
1	237	{'-4', '-3'}
4	2370	{'-4', '-3'}
0	2378	{'-4', '-3'}
0	238	{'-2', '-4', '-3'}
0	2384	{'-16', '-10'}
2	239	{'-8', '-7', '-5'}
4	24	{'-8', '-5', '-7', '-2', '-4', '-3'}
2	240	{'-16', '-10'}
4	240	{'-4', '-3'}
0	2403	{'-16', '-10'}
2	242	{'-2', '-4', '-3'}
