tree_index	node_name	label
0	0	{'-13', '-7', '-12', '-11', '-1', '-10'}
1	0	{'-13', '-7', '-12', '-11', '-1', '-10'}
2	0	{'-13', '-7', '-12', '-11', '-1', '-10'}
3	0	{'-13', '-7', '-12', '-11', '-1', '-10'}
4	0	{'-13', '-7', '-12', '-11', '-1', '-10'}
0	10	{'-12', '-13'}
3	10	{'-13', '-7', '-12', '-11', '-10'}
0	100	{'-12', '-13'}
2	1001	{'-7', '-11'}
4	1007	{'-12', '-13'}
1	1009	{'-7', '-11'}
0	101	{'-12', '-13'}
4	101	{'-12', '-13'}
3	1011	{'-12', '-13'}
2	1012	{'-12', '-13'}
3	1016	{'-12', '-13'}
1	1018	{'-12', '-13'}
0	1019	{'-12', '-13'}
2	102	{'-12', '-13'}
0	1020	{'-7', '-11'}
3	1024	{'-12', '-13'}
3	1026	{'-7', '-11'}
0	103	{'-12', '-13'}
2	103	{'-12', '-13'}
0	1035	{'-12', '-13'}
4	104	{'-12', '-13'}
1	1041	{'-7', '-11'}
3	1041	{'-7', '-11'}
0	1044	{'-12', '-13'}
3	1044	{'-12', '-13'}
0	1049	{'-12', '-13'}
3	1050	{'-12', '-13'}
4	1051	{'-12', '-13'}
0	1054	{'-7', '-11'}
0	1057	{'-12', '-13'}
4	1057	{'-7', '-11'}
2	106	{'-12', '-13'}
3	106	{'-12', '-13'}
4	106	{'-7', '-11'}
0	1065	{'-12', '-13'}
1	1066	{'-12', '-13'}
4	1066	{'-12', '-13'}
4	1067	{'-12', '-13'}
2	107	{'-12', '-13'}
1	1071	{'-12', '-13'}
0	1076	{'-7', '-11'}
2	1076	{'-12', '-13'}
1	1077	{'-7', '-11'}
3	108	{'-7', '-11'}
0	1081	{'-12', '-13'}
0	1082	{'-12', '-13'}
2	1082	{'-7', '-11'}
3	1082	{'-7', '-11'}
4	1082	{'-12', '-13'}
2	1083	{'-7', '-11'}
2	1084	{'-12', '-13'}
4	1084	{'-7', '-11'}
2	1085	{'-12', '-13'}
4	1085	{'-7', '-11'}
3	1086	{'-7', '-11'}
2	1089	{'-7', '-11'}
0	109	{'-12', '-13'}
3	109	{'-7', '-10', '-11'}
4	109	{'-7', '-10', '-11'}
4	1090	{'-12', '-13'}
3	1092	{'-12', '-13'}
0	1097	{'-12', '-13'}
0	1099	{'-12', '-13'}
0	11	{'-13', '-7', '-12', '-11', '-10'}
1	11	{'-7', '-10', '-11'}
2	11	{'-13', '-7', '-12', '-11', '-10'}
3	11	{'-12', '-13'}
4	11	{'-13', '-7', '-12', '-11', '-1', '-10'}
2	110	{'-7', '-11'}
1	1102	{'-7', '-11'}
0	1106	{'-7', '-11'}
1	1106	{'-12', '-13'}
0	1107	{'-7', '-11'}
2	111	{'-7', '-11'}
4	111	{'-7', '-11'}
0	1111	{'-12', '-13'}
0	1115	{'-12', '-13'}
4	1116	{'-7', '-11'}
4	1117	{'-7', '-11'}
1	1118	{'-12', '-13'}
4	112	{'-12', '-13'}
0	1122	{'-12', '-13'}
0	1123	{'-12', '-13'}
0	1124	{'-12', '-13'}
4	1125	{'-12', '-13'}
3	1128	{'-12', '-13'}
4	1129	{'-7', '-11'}
4	113	{'-12', '-13'}
1	1132	{'-12', '-13'}
4	1132	{'-12', '-13'}
0	1133	{'-7', '-11'}
1	1133	{'-12', '-13'}
3	1134	{'-7', '-11'}
3	1135	{'-7', '-11'}
1	1136	{'-7', '-11'}
1	1137	{'-7', '-11'}
2	1137	{'-12', '-13'}
3	1138	{'-7', '-11'}
2	114	{'-12', '-13'}
3	114	{'-7', '-10', '-11'}
4	114	{'-12', '-13'}
4	1143	{'-12', '-13'}
1	1145	{'-12', '-13'}
2	1147	{'-7', '-11'}
3	1147	{'-12', '-13'}
2	1148	{'-12', '-13'}
0	115	{'-12', '-13'}
2	115	{'-12', '-13'}
0	1159	{'-7', '-11'}
4	116	{'-7', '-11'}
3	1167	{'-7', '-11'}
0	1169	{'-7', '-11'}
3	117	{'-12', '-13'}
0	1170	{'-7', '-11'}
0	1171	{'-7', '-11'}
2	1172	{'-12', '-13'}
3	1175	{'-12', '-13'}
0	1182	{'-12', '-13'}
0	1184	{'-7', '-11'}
2	1184	{'-7', '-11'}
4	1184	{'-12', '-13'}
3	1188	{'-7', '-11'}
3	1189	{'-7', '-11'}
4	1189	{'-7', '-11'}
3	1191	{'-7', '-11'}
4	1194	{'-7', '-11'}
2	1197	{'-13', '-7', '-12', '-11', '-10'}
0	12	{'-13', '-7', '-12', '-11', '-10'}
1	12	{'-7', '-10', '-11'}
2	12	{'-13', '-7', '-12', '-11', '-10'}
4	12	{'-13', '-7', '-12', '-11', '-1', '-10'}
2	1201	{'-12', '-13'}
1	1204	{'-7', '-11'}
1	1205	{'-7', '-11'}
0	1208	{'-12', '-13'}
1	1208	{'-12', '-13'}
3	1209	{'-12', '-13'}
2	121	{'-12', '-13'}
4	1210	{'-12', '-13'}
1	1216	{'-12', '-13'}
2	1217	{'-12', '-13'}
1	122	{'-12', '-13'}
2	122	{'-12', '-13'}
3	122	{'-12', '-13'}
2	1220	{'-7', '-11'}
2	1221	{'-7', '-11'}
3	1221	{'-7', '-11'}
3	1222	{'-12', '-13'}
3	1223	{'-12', '-13'}
4	1226	{'-7', '-11'}
1	123	{'-12', '-13'}
4	123	{'-12', '-13'}
1	1230	{'-7', '-11'}
4	1230	{'-12', '-13'}
3	1233	{'-7', '-11'}
1	1234	{'-7', '-11'}
2	1234	{'-12', '-13'}
1	1235	{'-7', '-11'}
1	1237	{'-7', '-11'}
0	1238	{'-12', '-13'}
2	1238	{'-12', '-13'}
2	1239	{'-12', '-13'}
0	124	{'-12', '-13'}
4	124	{'-12', '-13'}
4	1242	{'-12', '-13'}
4	1244	{'-12', '-13'}
3	1245	{'-7', '-11'}
4	1245	{'-12', '-13'}
0	1246	{'-12', '-13'}
3	125	{'-12', '-13'}
4	125	{'-12', '-13'}
3	1250	{'-12', '-13'}
0	1254	{'-12', '-13'}
4	1256	{'-12', '-13'}
1	1260	{'-7', '-11'}
2	1260	{'-12', '-13'}
4	1261	{'-7', '-11'}
2	1262	{'-12', '-13'}
3	1262	{'-7', '-11'}
0	1264	{'-12', '-13'}
4	1267	{'-12', '-13'}
0	127	{'-12', '-13'}
4	127	{'-12', '-13'}
4	1271	{'-7', '-11'}
0	1272	{'-7', '-11'}
4	1272	{'-12', '-13'}
0	1273	{'-7', '-11'}
0	1275	{'-12', '-13'}
1	1276	{'-7', '-11'}
0	128	{'-12', '-13'}
2	128	{'-12', '-13'}
1	1284	{'-12', '-13'}
1	1287	{'-7', '-11'}
0	1298	{'-12', '-13'}
4	1298	{'-7', '-11'}
1	13	{'-13', '-7', '-12', '-11', '-10'}
2	13	{'-12', '-13'}
2	130	{'-12', '-13'}
4	130	{'-12', '-13'}
0	1300	{'-7', '-11'}
0	1301	{'-7', '-11'}
1	1304	{'-7', '-11'}
4	1309	{'-12', '-13'}
2	131	{'-12', '-13'}
3	131	{'-7', '-11'}
4	131	{'-12', '-13'}
0	1310	{'-7', '-11'}
3	1310	{'-12', '-13'}
3	1312	{'-12', '-13'}
3	1313	{'-12', '-13'}
0	1314	{'-12', '-13'}
4	1315	{'-12', '-13'}
0	1316	{'-12', '-13'}
1	1317	{'-12', '-13'}
4	1317	{'-7', '-11'}
2	132	{'-12', '-13'}
4	132	{'-7', '-11'}
4	1322	{'-7', '-11'}
0	1328	{'-12', '-13'}
3	1328	{'-7', '-11'}
3	1329	{'-7', '-11'}
0	133	{'-12', '-13'}
1	133	{'-7', '-11'}
2	133	{'-12', '-13'}
4	133	{'-7', '-11'}
1	1333	{'-7', '-11'}
2	1338	{'-12', '-13'}
4	134	{'-12', '-13'}
1	1342	{'-12', '-13'}
4	1343	{'-7', '-11'}
2	1348	{'-12', '-13'}
4	1348	{'-7', '-11'}
2	135	{'-12', '-13'}
4	135	{'-12', '-13'}
0	1350	{'-12', '-13'}
3	1351	{'-12', '-13'}
2	136	{'-12', '-13'}
3	136	{'-12', '-13'}
4	1360	{'-12', '-13'}
1	1361	{'-12', '-13'}
4	1362	{'-12', '-13'}
3	137	{'-12', '-13'}
4	1371	{'-7', '-11'}
0	1372	{'-12', '-13'}
0	1373	{'-12', '-13'}
4	1373	{'-12', '-13'}
2	1374	{'-12', '-13'}
3	1377	{'-12', '-13'}
0	138	{'-12', '-13'}
2	138	{'-13', '-7', '-12', '-11', '-10'}
2	1380	{'-7', '-11'}
2	1381	{'-7', '-11'}
1	1382	{'-7', '-11'}
0	139	{'-12', '-13'}
4	1392	{'-12', '-13'}
1	1393	{'-7', '-11'}
4	1395	{'-7', '-11'}
1	1396	{'-7', '-11'}
1	1397	{'-7', '-11'}
1	14	{'-13', '-7', '-12', '-11', '-10'}
2	14	{'-13', '-7', '-12', '-11', '-10'}
3	14	{'-13', '-7', '-12', '-11', '-10'}
0	140	{'-12', '-13'}
1	140	{'-7', '-11'}
4	140	{'-12', '-13'}
0	1402	{'-7', '-11'}
0	1403	{'-7', '-11'}
0	1405	{'-12', '-13'}
3	1406	{'-12', '-13'}
1	141	{'-7', '-11'}
2	1417	{'-7', '-11'}
3	1419	{'-12', '-13'}
0	142	{'-7', '-11'}
1	1420	{'-12', '-13'}
0	1421	{'-12', '-13'}
1	1421	{'-12', '-13'}
0	143	{'-7', '-11'}
2	1433	{'-12', '-13'}
3	1441	{'-12', '-13'}
3	1443	{'-12', '-13'}
3	1445	{'-12', '-13'}
2	1449	{'-7', '-11'}
3	1450	{'-7', '-11'}
3	1454	{'-12', '-13'}
0	1456	{'-12', '-13'}
3	1459	{'-12', '-13'}
4	1459	{'-7', '-11'}
0	146	{'-7', '-11'}
2	146	{'-12', '-13'}
3	146	{'-12', '-13'}
3	1463	{'-12', '-13'}
4	1466	{'-12', '-13'}
0	147	{'-7', '-11'}
3	147	{'-12', '-13'}
1	1474	{'-7', '-11'}
2	1475	{'-12', '-13'}
4	1476	{'-12', '-13'}
1	1479	{'-7', '-11'}
4	1479	{'-12', '-13'}
3	148	{'-12', '-13'}
3	1481	{'-12', '-13'}
0	1483	{'-7', '-11'}
4	1483	{'-12', '-13'}
1	1485	{'-12', '-13'}
2	1485	{'-12', '-13'}
1	1486	{'-7', '-11'}
2	1489	{'-7', '-11'}
3	149	{'-12', '-13'}
4	1490	{'-12', '-13'}
3	1491	{'-12', '-13'}
2	1492	{'-12', '-13'}
3	1496	{'-7', '-11'}
0	1499	{'-7', '-11'}
1	15	{'-13', '-7', '-12', '-11', '-10'}
3	15	{'-13', '-7', '-12', '-11', '-10'}
4	15	{'-13', '-7', '-12', '-11', '-1', '-10'}
2	1504	{'-12', '-13'}
4	1511	{'-12', '-13'}
4	1513	{'-12', '-13'}
0	1521	{'-12', '-13'}
0	1526	{'-12', '-13'}
2	1528	{'-7', '-11'}
1	1534	{'-7', '-11'}
1	1535	{'-7', '-11'}
4	1539	{'-12', '-13'}
0	154	{'-12', '-13'}
1	1543	{'-7', '-11'}
2	1545	{'-7', '-11'}
0	155	{'-12', '-13'}
4	155	{'-7', '-11'}
0	156	{'-12', '-13'}
2	1560	{'-12', '-13'}
3	1562	{'-7', '-11'}
4	1565	{'-7', '-11'}
0	157	{'-12', '-13'}
4	157	{'-12', '-13'}
1	1570	{'-7', '-11'}
4	1571	{'-12', '-13'}
3	1575	{'-12', '-13'}
2	1576	{'-12', '-13'}
2	158	{'-12', '-13'}
4	158	{'-7', '-11'}
4	1582	{'-7', '-11'}
4	1583	{'-7', '-11'}
1	1584	{'-7', '-11'}
1	1585	{'-7', '-11'}
2	1587	{'-12', '-13'}
0	16	{'-12', '-13'}
2	16	{'-13', '-7', '-12', '-11', '-10'}
3	16	{'-13', '-7', '-12', '-11', '-1', '-10'}
4	16	{'-13', '-7', '-12', '-11', '-10'}
3	160	{'-12', '-13'}
4	160	{'-12', '-13'}
3	1601	{'-12', '-13'}
4	1603	{'-12', '-13'}
4	1607	{'-12', '-13'}
4	161	{'-12', '-13'}
1	1611	{'-7', '-11'}
4	1612	{'-12', '-13'}
3	1618	{'-7', '-11'}
3	1619	{'-7', '-11'}
0	162	{'-7', '-11'}
2	162	{'-12', '-13'}
3	162	{'-12', '-13'}
4	162	{'-12', '-13'}
0	1625	{'-12', '-13'}
3	1626	{'-12', '-13'}
4	1626	{'-12', '-13'}
1	1627	{'-12', '-13'}
0	163	{'-7', '-11'}
3	1634	{'-7', '-11'}
4	1636	{'-7', '-11'}
3	1637	{'-12', '-13'}
0	1638	{'-7', '-11'}
0	164	{'-7', '-11'}
4	1642	{'-12', '-13'}
1	1643	{'-7', '-11'}
2	165	{'-12', '-13'}
3	165	{'-12', '-13'}
3	1657	{'-12', '-13'}
1	1658	{'-12', '-13'}
4	1659	{'-12', '-13'}
3	166	{'-7', '-10', '-11'}
4	166	{'-12', '-13'}
4	1660	{'-12', '-13'}
4	1661	{'-12', '-13'}
3	1662	{'-7', '-11'}
3	1663	{'-7', '-11'}
3	1672	{'-7', '-11'}
3	1673	{'-7', '-11'}
3	1674	{'-12', '-13'}
4	1675	{'-7', '-11'}
3	1677	{'-7', '-11'}
0	1678	{'-12', '-13'}
3	1678	{'-7', '-11'}
3	1679	{'-7', '-11'}
2	168	{'-12', '-13'}
3	1682	{'-7', '-11'}
3	1684	{'-7', '-11'}
3	1685	{'-7', '-11'}
3	169	{'-12', '-13'}
4	1692	{'-7', '-11'}
3	1693	{'-12', '-13'}
1	1695	{'-7', '-11'}
4	1699	{'-7', '-11'}
0	17	{'-12', '-13'}
2	17	{'-12', '-13'}
3	17	{'-13', '-7', '-12', '-11', '-1', '-10'}
4	17	{'-13', '-7', '-12', '-11', '-1', '-10'}
0	170	{'-12', '-13'}
1	1702	{'-12', '-13'}
3	1702	{'-12', '-13'}
1	1703	{'-12', '-13'}
4	1704	{'-12', '-13'}
1	1705	{'-12', '-13'}
4	1705	{'-12', '-13'}
4	171	{'-7', '-11'}
2	1714	{'-7', '-11'}
0	1718	{'-7', '-11'}
0	1719	{'-7', '-11'}
4	1720	{'-7', '-11'}
1	1721	{'-12', '-13'}
1	1726	{'-7', '-11'}
3	1726	{'-7', '-11'}
4	1728	{'-12', '-13'}
0	1735	{'-7', '-11'}
0	1736	{'-7', '-11'}
4	1736	{'-12', '-13'}
0	1737	{'-7', '-11'}
4	1738	{'-12', '-13'}
1	1739	{'-12', '-13'}
2	1739	{'-12', '-13'}
1	174	{'-7', '-11'}
0	1748	{'-12', '-13'}
4	1748	{'-7', '-11'}
4	175	{'-12', '-13'}
2	1750	{'-12', '-13'}
3	1758	{'-12', '-13'}
4	1758	{'-12', '-13'}
2	176	{'-12', '-13'}
0	1760	{'-7', '-11'}
1	1763	{'-7', '-11'}
4	1763	{'-12', '-13'}
3	1766	{'-12', '-13'}
0	1767	{'-7', '-11'}
0	1768	{'-12', '-13'}
4	1768	{'-12', '-13'}
4	1769	{'-12', '-13'}
2	177	{'-12', '-13'}
4	1773	{'-12', '-13'}
3	1779	{'-7', '-11'}
