Type,MapIdx,Cells,Jaccard,GT Loss,Pred Loss,Edge_Jaccard,IM_similarity
6,2,50,0.333333,-620.489634,-548.924155,0.500000,0.835935
6,3,50,0.000000,-495.510149,-488.578677,0.083333,0.850368
6,4,50,0.000000,-676.826956,-669.895484,0.083333,0.866891
6,5,50,0.000000,-435.000516,-435.000516,0.000000,1.000000
6,6,50,0.000000,-517.265344,-517.265344,0.153846,0.841145
