Type,MapIdx,Cells,Jaccard,GT Loss,Pred Loss,Edge Jaccard,IM Similarity
10,2,50,0.500000,-1339.569815,-1730.883075,0.791667,0.819329
10,3,50,0.363636,-1184.329929,-1557.742293,0.707317,0.822713
10,4,50,0.363636,-652.227264,-1268.906843,0.738095,0.829132
10,5,50,0.363636,-842.436110,-1297.469836,0.657895,0.867728
10,6,50,0.363636,-809.720671,-1364.694258,0.773585,0.770491
10,7,50,0.500000,-1093.728332,-1926.565988,0.790698,0.821438
