Type,MapIdx,Cells,Jaccard,GT Loss,Pred Loss
6,17,100,0.333333,-1584.807431,-1451.434537
6,18,100,0.333333,-353.877021,-415.454266
6,19,100,0,-298.17078,-334.962991
6,20,100,0,-302.494836,-341.167061
6,21,100,0,-433.148859,-476.155678
6,22,100,0.333333,-307.446277,-351.653312
6,23,100,0.333333,-324.467468,-404.255538
6,24,100,0.333333,-490.462954,-629.997686
6,25,100,0,-291.523347,-339.358479
6,26,100,0.333333,-454.033347,-749.363849
