Type,MapIdx,Cells,Jaccard,GT Loss,Pred Loss,Edge_Jaccard,IM_similarity
6,2,100,0.000000,-595.067637,-539.720629,0.230769,0.835952
6,3,100,0.000000,-386.118290,-379.186819,0.083333,0.850368
6,4,100,0.000000,-717.522108,-710.590637,0.083333,0.866891
6,5,100,0.000000,-418.899711,-418.899711,0.000000,1.000000
6,6,100,0.000000,-536.563117,-529.631645,0.083333,0.866053
