Type,MapIdx,Cells,Jaccard,GT Loss,Pred Loss
8,2,50,0.250000,-514.805501,-611.747546
8,3,50,0.000000,-297.949536,-364.109659
8,4,50,0.444444,-335.785437,-615.692704
8,5,50,0.000000,-328.697261,-396.243678
8,6,50,0.000000,-365.082500,-441.886691
8,7,50,0.250000,-470.573718,-633.117729
8,8,50,0.250000,-410.211971,-538.126865
8,9,50,0.250000,-582.370672,-541.132468
8,10,50,0.000000,-117.998026,-179.552979
8,11,50,0.250000,-329.715510,-455.577164
