Type,MapIdx,Cells,Jaccard,GT Loss,Pred Loss
6,17,50,0.333333,-1124.059221,-1024.483283
6,18,50,0.333333,-331.412910,-347.695658
6,19,50,0.000000,-196.010280,-231.416197
6,20,50,0.000000,-208.912799,-244.812435
6,21,50,0.000000,-257.965709,-295.427350
6,22,50,0.571429,-314.385087,-384.171113
6,23,50,0.333333,-210.440289,-249.782633
6,24,50,0.333333,-502.415640,-629.913754
6,25,50,0.000000,-307.108149,-343.852927
6,26,50,0.333333,-281.186830,-327.492971
