tree_index	node_name	label
0	0	{'-14', '-11', '-15', '-3', '-8', '-7', '-2', '-4', '-1', '-10'}
0	2	{'-14', '-11', '-15', '-3', '-8', '-7', '-2', '-4', '-1', '-10'}
0	37	{'-11', '-3', '-8', '-7', '-4', '-10'}
0	5	{'-1', '-2'}
0	8	{'-14', '-11', '-15', '-3', '-8', '-7', '-4', '-10'}
0	63	{'-11', '-3', '-8', '-7', '-4', '-10'}
0	86	{'-11', '-3', '-8', '-7', '-10'}
0	20	{'-1', '-2'}
0	49	{'-1', '-2'}
0	10	{'-14', '-11', '-15', '-3', '-8', '-7', '-4', '-10'}
0	11	{'-11', '-3', '-8', '-7', '-4', '-10'}
0	29	{'-1', '-2'}
0	204	{'-1', '-2'}
0	54	{'-1', '-2'}
0	77	{'-1', '-2'}
0	19	{'-14', '-11', '-15', '-3', '-8', '-7', '-4', '-10'}
0	12	{'-11', '-3', '-8', '-7', '-10'}
0	13	{'-11', '-3', '-8', '-7', '-4', '-10'}
0	40	{'-1', '-2'}
0	66	{'-1', '-2'}
0	30	{'-14', '-11', '-15', '-3', '-8', '-7', '-4', '-10'}
0	15	{'-11', '-3', '-8', '-7', '-4', '-10'}
0	43	{'-8', '-10', '-7'}
0	100	{'-1', '-2'}
0	101	{'-1', '-2'}
0	81	{'-1', '-2'}
0	165	{'-14', '-11', '-15', '-3', '-8', '-7', '-4', '-10'}
0	52	{'-8', '-10', '-7'}
0	53	{'-8', '-10', '-7'}
0	220	{'-1', '-2'}
0	108	{'-1', '-2'}
0	109	{'-1', '-2'}
0	104	{'-1', '-2'}
0	105	{'-1', '-2'}
0	200	{'-11', '-8', '-10', '-7'}
0	103	{'-8', '-10', '-7'}
0	674	{'-10', '-7'}
0	162	{'-8', '-10', '-7'}
0	163	{'-8', '-10', '-7'}
0	283	{'-1', '-2'}
0	196	{'-1', '-2'}
0	167	{'-1', '-2'}
0	231	{'-1', '-2'}
0	111	{'-1', '-2'}
0	198	{'-1', '-2'}
0	318	{'-11', '-8', '-10', '-7'}
0	441	{'-11', '-8', '-10', '-7'}
0	121	{'-8', '-10', '-7'}
0	168	{'-10', '-7'}
0	1066	{'-10', '-7'}
0	1067	{'-10', '-7'}
0	185	{'-8', '-10', '-7'}
0	257	{'-8', '-10', '-7'}
0	320	{'-1', '-2'}
0	215	{'-1', '-2'}
0	362	{'-11', '-8', '-10', '-7'}
0	363	{'-11', '-8', '-10', '-7'}
0	264	{'-8', '-10', '-7'}
0	265	{'-8', '-10', '-7'}
0	253	{'-10', '-7'}
0	658	{'-10', '-7'}
0	1405	{'-10', '-7'}
0	4261	{'-10', '-7'}
0	1792	{'-10', '-7'}
0	1793	{'-10', '-7'}
0	356	{'-8', '-10', '-7'}
0	1900	{'-10', '-7'}
0	418	{'-11', '-8', '-10', '-7'}
0	419	{'-11', '-8', '-10', '-7'}
0	768	{'-11', '-8', '-10', '-7'}
0	769	{'-11', '-8', '-10', '-7'}
0	303	{'-10', '-7'}
0	314	{'-10', '-7'}
0	315	{'-8', '-10', '-7'}
0	486	{'-10', '-7'}
0	676	{'-10', '-7'}
0	1648	{'-10', '-7'}
0	1649	{'-10', '-7'}
0	3159	{'-10', '-7'}
0	2068	{'-10', '-7'}
0	2069	{'-10', '-7'}
0	2000	{'-10', '-7'}
0	427	{'-10', '-7'}
0	2621	{'-10', '-7'}
0	4990	{'-10', '-7'}
0	475	{'-11', '-8', '-10', '-7'}
0	585	{'-11', '-8', '-10', '-7'}
0	636	{'-11', '-8', '-10', '-7'}
0	1353	{'-11', '-8', '-10', '-7'}
0	836	{'-10', '-7'}
0	672	{'-10', '-7'}
0	670	{'-10', '-7'}
0	1047	{'-10', '-7'}
0	450	{'-10', '-7'}
0	722	{'-10', '-7'}
0	723	{'-10', '-7'}
0	1250	{'-10', '-7'}
0	3341	{'-10', '-7'}
0	2270	{'-10', '-7'}
0	2271	{'-10', '-7'}
0	3946	{'-10', '-7'}
0	3947	{'-10', '-7'}
0	5304	{'-10', '-7'}
0	2462	{'-10', '-7'}
0	2463	{'-10', '-7'}
0	588	{'-10', '-7'}
0	3152	{'-10', '-7'}
0	3153	{'-10', '-7'}
0	6240	{'-10', '-7'}
0	6241	{'-10', '-7'}
0	524	{'-11', '-8', '-10', '-7'}
0	578	{'-11', '-8', '-10', '-7'}
0	1471	{'-11', '-8', '-10', '-7'}
0	1802	{'-11', '-8', '-10', '-7'}
0	1466	{'-10', '-7'}
0	1467	{'-10', '-7'}
0	774	{'-10', '-7'}
0	775	{'-10', '-7'}
0	1562	{'-10', '-7'}
0	1563	{'-10', '-7'}
0	1629	{'-10', '-7'}
0	640	{'-10', '-7'}
0	6215	{'-10', '-7'}
0	893	{'-10', '-7'}
0	1843	{'-10', '-7'}
0	816	{'-10', '-7'}
0	817	{'-10', '-7'}
0	1437	{'-10', '-7'}
0	3508	{'-10', '-7'}
0	6104	{'-10', '-7'}
0	3812	{'-10', '-7'}
0	4850	{'-10', '-7'}
0	3886	{'-10', '-7'}
0	3887	{'-10', '-7'}
0	5566	{'-10', '-7'}
0	6001	{'-10', '-7'}
0	10207	{'-10', '-7'}
0	5194	{'-10', '-7'}
0	10337	{'-10', '-7'}
0	2990	{'-10', '-7'}
0	11537	{'-10', '-7'}
0	3753	{'-10', '-7'}
0	829	{'-11', '-8', '-10', '-7'}
0	839	{'-11', '-8', '-10', '-7'}
0	1695	{'-10', '-7'}
0	3030	{'-10', '-7'}
0	5564	{'-10', '-7'}
0	1202	{'-10', '-7'}
0	2247	{'-10', '-7'}
0	1218	{'-10', '-7'}
0	1219	{'-10', '-7'}
0	2037	{'-10', '-7'}
0	5101	{'-10', '-7'}
0	778	{'-10', '-7'}
0	1240	{'-10', '-7'}
0	1371	{'-10', '-7'}
0	1731	{'-10', '-7'}
0	7355	{'-10', '-7'}
0	10510	{'-10', '-7'}
0	1883	{'-10', '-7'}
0	1876	{'-10', '-7'}
0	4167	{'-10', '-7'}
0	5665	{'-10', '-7'}
0	5637	{'-10', '-7'}
0	9987	{'-10', '-7'}
0	8063	{'-10', '-7'}
0	5282	{'-10', '-7'}
0	4663	{'-10', '-7'}
0	4656	{'-10', '-7'}
0	2824	{'-10', '-7'}
0	1568	{'-10', '-7'}
0	1433	{'-10', '-7'}
0	7747	{'-10', '-7'}
0	2405	{'-10', '-7'}
0	1665	{'-10', '-7'}
0	5043	{'-10', '-7'}
0	4300	{'-10', '-7'}
0	8209	{'-10', '-7'}
0	2280	{'-10', '-7'}
0	2957	{'-10', '-7'}
0	2166	{'-10', '-7'}
0	2167	{'-10', '-7'}
0	6588	{'-10', '-7'}
0	6766	{'-10', '-7'}
0	5943	{'-10', '-7'}
0	13102	{'-10', '-7'}
0	6323	{'-10', '-7'}
0	4368	{'-10', '-7'}
0	1822	{'-10', '-7'}
0	1823	{'-10', '-7'}
0	2040	{'-10', '-7'}
0	2041	{'-10', '-7'}
0	8080	{'-10', '-7'}
0	3009	{'-10', '-7'}
0	7369	{'-10', '-7'}
0	9531	{'-10', '-7'}
0	2882	{'-10', '-7'}
0	4194	{'-10', '-7'}
0	3779	{'-10', '-7'}
0	2540	{'-10', '-7'}
0	2541	{'-10', '-7'}
0	8241	{'-10', '-7'}
0	8773	{'-10', '-7'}
0	7510	{'-10', '-7'}
0	2174	{'-10', '-7'}
0	3112	{'-10', '-7'}
0	3113	{'-10', '-7'}
0	3358	{'-10', '-7'}
0	3856	{'-10', '-7'}
0	3692	{'-10', '-7'}
0	3693	{'-10', '-7'}
0	5856	{'-10', '-7'}
0	5857	{'-10', '-7'}
0	6899	{'-10', '-7'}
0	8253	{'-10', '-7'}
0	3866	{'-10', '-7'}
0	3867	{'-10', '-7'}
0	10365	{'-10', '-7'}
0	10265	{'-10', '-7'}
0	9607	{'-10', '-7'}
0	2701	{'-10', '-7'}
0	4654	{'-10', '-7'}
0	4034	{'-10', '-7'}
0	4035	{'-10', '-7'}
0	6074	{'-10', '-7'}
0	6075	{'-10', '-7'}
0	12123	{'-10', '-7'}
0	7008	{'-10', '-7'}
0	9627	{'-10', '-7'}
0	12388	{'-10', '-7'}
0	5629	{'-10', '-7'}
0	5021	{'-10', '-7'}
0	11258	{'-10', '-7'}
0	10554	{'-10', '-7'}
0	5666	{'-10', '-7'}
0	5265	{'-10', '-7'}
0	12152	{'-10', '-7'}
0	9255	{'-10', '-7'}
0	7977	{'-10', '-7'}
0	9714	{'-10', '-7'}
0	8167	{'-10', '-7'}
1	0	{'-14', '-11', '-15', '-3', '-8', '-7', '-2', '-4', '-1', '-10'}
