tree_index	node_name	label
0	0	{'-13', '-6', '-5', '-16', '-4', '-9'}
0	2	{'-13', '-6', '-5', '-16', '-4', '-9'}
0	3	{'-13', '-6', '-5', '-16', '-4', '-9'}
0	6	{'-13', '-6', '-5', '-16', '-4', '-9'}
0	7	{'-6', '-5', '-16', '-4', '-9'}
0	4	{'-6', '-5', '-16', '-4', '-9'}
0	5	{'-13', '-6', '-5', '-16', '-4', '-9'}
0	12	{'-13', '-6', '-5', '-16', '-4', '-9'}
0	13	{'-6', '-4', '-5', '-9'}
0	11	{'-6', '-5', '-16', '-4', '-9'}
0	266	{'-6', '-5'}
0	8	{'-13', '-6', '-5', '-16', '-4', '-9'}
0	46	{'-6', '-5', '-16', '-4', '-9'}
0	16	{'-13', '-6', '-5', '-16', '-4', '-9'}
0	39	{'-6', '-4', '-5', '-9'}
0	74	{'-6', '-4', '-5', '-9'}
0	86	{'-6', '-5'}
0	478	{'-6', '-5'}
0	15	{'-13', '-6', '-5', '-16', '-4', '-9'}
0	42	{'-6', '-5'}
0	288	{'-6', '-5'}
0	59	{'-6', '-4', '-5', '-9'}
0	136	{'-6', '-4', '-5', '-9'}
0	127	{'-6', '-5'}
0	413	{'-6', '-5'}
0	18	{'-6', '-4', '-5', '-9'}
0	19	{'-13', '-6', '-5', '-16', '-4', '-9'}
0	97	{'-6', '-5'}
0	170	{'-6', '-5'}
0	72	{'-4', '-9'}
0	73	{'-6', '-4', '-5', '-9'}
0	168	{'-4', '-9'}
0	48	{'-6', '-4', '-5', '-9'}
0	116	{'-6', '-5'}
0	117	{'-6', '-5'}
0	191	{'-6', '-5'}
0	147	{'-4', '-9'}
0	908	{'-4', '-9'}
0	331	{'-4', '-9'}
0	193	{'-4', '-9'}
0	61	{'-6', '-4', '-5', '-9'}
0	264	{'-6', '-5'}
0	139	{'-6', '-5'}
0	270	{'-6', '-5'}
0	376	{'-4', '-9'}
0	377	{'-4', '-9'}
0	438	{'-4', '-9'}
0	238	{'-4', '-9'}
0	178	{'-4', '-9'}
0	278	{'-6', '-5'}
0	871	{'-4', '-9'}
0	410	{'-4', '-9'}
0	210	{'-4', '-9'}
0	404	{'-6', '-5'}
0	601	{'-4', '-9'}
0	250	{'-4', '-9'}
0	251	{'-4', '-9'}
0	726	{'-6', '-5'}
0	688	{'-4', '-9'}
1	0	{'-13', '-6', '-5', '-16', '-4', '-9'}
1	2	{'-13', '-6', '-5', '-16', '-4', '-9'}
1	3	{'-13', '-6', '-5', '-16', '-4', '-9'}
1	4	{'-13', '-6', '-5', '-16', '-4', '-9'}
1	5	{'-13', '-6', '-5', '-16', '-4', '-9'}
1	15	{'-6', '-4', '-5', '-9'}
1	8	{'-13', '-6', '-5', '-16', '-4', '-9'}
1	9	{'-6', '-4', '-5', '-9'}
1	6	{'-13', '-6', '-5', '-16', '-4', '-9'}
1	26	{'-6', '-4', '-5', '-9'}
1	27	{'-6', '-4', '-5', '-9'}
1	12	{'-6', '-5', '-16', '-4', '-9'}
1	10	{'-6', '-4', '-5', '-9'}
1	11	{'-6', '-4', '-5', '-9'}
1	103	{'-6', '-4', '-5', '-9'}
1	40	{'-6', '-4', '-5', '-9'}
1	20	{'-6', '-5', '-16', '-4', '-9'}
1	21	{'-6', '-5', '-16', '-4', '-9'}
1	22	{'-6', '-4', '-5', '-9'}
1	16	{'-6', '-5'}
1	17	{'-6', '-4', '-5', '-9'}
1	170	{'-6', '-4', '-5', '-9'}
1	171	{'-4', '-9'}
1	48	{'-6', '-4', '-5', '-9'}
1	49	{'-6', '-4', '-5', '-9'}
1	33	{'-6', '-5', '-16', '-4', '-9'}
1	50	{'-6', '-5', '-16', '-4', '-9'}
1	34	{'-6', '-4', '-5', '-9'}
1	35	{'-6', '-4', '-5', '-9'}
1	45	{'-6', '-5'}
1	270	{'-4', '-9'}
1	109	{'-6', '-4', '-5', '-9'}
1	62	{'-6', '-4', '-5', '-9'}
1	47	{'-6', '-5'}
1	64	{'-6', '-5'}
1	130	{'-6', '-4', '-5', '-9'}
1	77	{'-6', '-4', '-5', '-9'}
1	144	{'-6', '-5'}
1	145	{'-6', '-5'}
1	488	{'-4', '-9'}
1	56	{'-6', '-5'}
1	57	{'-6', '-5'}
1	217	{'-6', '-5'}
1	174	{'-6', '-4', '-5', '-9'}
1	96	{'-4', '-9'}
1	97	{'-6', '-4', '-5', '-9'}
1	278	{'-6', '-5'}
1	172	{'-6', '-5'}
1	68	{'-6', '-5'}
1	69	{'-6', '-5'}
1	342	{'-6', '-5'}
1	241	{'-6', '-5'}
1	535	{'-6', '-5'}
1	222	{'-4', '-9'}
1	737	{'-4', '-9'}
1	123	{'-6', '-4', '-5', '-9'}
1	533	{'-6', '-5'}
1	197	{'-6', '-5'}
1	120	{'-6', '-5'}
1	380	{'-6', '-5'}
1	740	{'-6', '-5'}
1	406	{'-4', '-9'}
1	138	{'-6', '-4', '-5', '-9'}
1	226	{'-6', '-5'}
1	227	{'-6', '-5'}
1	505	{'-6', '-5'}
1	182	{'-4', '-9'}
1	304	{'-6', '-5'}
1	256	{'-6', '-5'}
1	541	{'-6', '-5'}
1	524	{'-4', '-9'}
1	375	{'-6', '-5'}
1	654	{'-6', '-5'}
2	0	{'-13', '-6', '-5', '-16', '-4', '-9'}
2	2	{'-6', '-5', '-16', '-4', '-9'}
2	4	{'-6', '-4', '-5', '-9'}
2	5	{'-6', '-5', '-16', '-4', '-9'}
2	24	{'-6', '-4', '-5', '-9'}
2	21	{'-6', '-4', '-5', '-9'}
2	6	{'-6', '-5', '-16', '-4', '-9'}
2	7	{'-6', '-5', '-16', '-4', '-9'}
2	28	{'-6', '-4', '-5', '-9'}
2	29	{'-6', '-4', '-5', '-9'}
2	36	{'-6', '-4', '-5', '-9'}
2	37	{'-6', '-4', '-5', '-9'}
2	8	{'-6', '-5', '-16', '-4', '-9'}
2	9	{'-6', '-5', '-16', '-4', '-9'}
2	14	{'-6', '-5'}
2	42	{'-6', '-4', '-5', '-9'}
2	43	{'-6', '-4', '-5', '-9'}
2	44	{'-6', '-4', '-5', '-9'}
2	45	{'-6', '-4', '-5', '-9'}
2	64	{'-6', '-4', '-5', '-9'}
2	48	{'-4', '-9'}
2	12	{'-6', '-5', '-16', '-4', '-9'}
2	13	{'-6', '-5'}
2	19	{'-6', '-5'}
2	32	{'-6', '-5'}
2	52	{'-6', '-4', '-5', '-9'}
2	319	{'-4', '-9'}
2	50	{'-6', '-4', '-5', '-9'}
2	95	{'-4', '-9'}
2	92	{'-4', '-9'}
2	76	{'-4', '-9'}
2	137	{'-4', '-9'}
2	104	{'-6', '-5'}
2	105	{'-6', '-5'}
2	86	{'-6', '-5'}
2	87	{'-6', '-5'}
2	61	{'-4', '-9'}
