tree_index	node_name	label
0	0	{'-16', '-4', '-13', '-9', '-5', '-6'}
0	2	{'-16', '-4', '-13', '-9', '-5', '-6'}
0	3	{'-16', '-4', '-13', '-9', '-5', '-6'}
0	6	{'-16', '-4', '-13', '-9', '-5', '-6'}
0	7	{'-16', '-4', '-9', '-5', '-6'}
0	4	{'-16', '-4', '-9', '-5', '-6'}
0	5	{'-16', '-4', '-13', '-9', '-5', '-6'}
0	12	{'-16', '-4', '-13', '-9', '-5', '-6'}
0	13	{'-9', '-4', '-5', '-6'}
0	11	{'-16', '-4', '-9', '-5', '-6'}
0	266	{'-5', '-6'}
0	8	{'-16', '-4', '-13', '-9', '-5', '-6'}
0	46	{'-16', '-4', '-9', '-5', '-6'}
0	16	{'-16', '-4', '-13', '-9', '-5', '-6'}
0	39	{'-9', '-4', '-5', '-6'}
0	74	{'-9', '-4', '-5', '-6'}
0	86	{'-5', '-6'}
0	478	{'-5', '-6'}
0	15	{'-16', '-4', '-13', '-9', '-5', '-6'}
0	42	{'-5', '-6'}
0	288	{'-5', '-6'}
0	59	{'-9', '-4', '-5', '-6'}
0	136	{'-9', '-4', '-5', '-6'}
0	127	{'-5', '-6'}
0	413	{'-5', '-6'}
0	18	{'-9', '-4', '-5', '-6'}
0	19	{'-16', '-4', '-13', '-9', '-5', '-6'}
0	97	{'-5', '-6'}
0	170	{'-5', '-6'}
0	72	{'-9', '-4'}
0	73	{'-9', '-4', '-5', '-6'}
0	168	{'-9', '-4'}
0	48	{'-9', '-4', '-5', '-6'}
0	116	{'-5', '-6'}
0	117	{'-5', '-6'}
0	191	{'-5', '-6'}
0	147	{'-9', '-4'}
0	908	{'-9', '-4'}
0	331	{'-9', '-4'}
0	193	{'-9', '-4'}
0	61	{'-9', '-4', '-5', '-6'}
0	264	{'-5', '-6'}
0	139	{'-5', '-6'}
0	270	{'-5', '-6'}
0	376	{'-9', '-4'}
0	377	{'-9', '-4'}
0	438	{'-9', '-4'}
0	238	{'-9', '-4'}
0	178	{'-9', '-4'}
0	278	{'-5', '-6'}
0	871	{'-9', '-4'}
0	410	{'-9', '-4'}
0	210	{'-9', '-4'}
0	404	{'-5', '-6'}
0	601	{'-9', '-4'}
0	250	{'-9', '-4'}
0	251	{'-9', '-4'}
