tree_index	node_name	label
0	0	{'-13', '-9', '-6', '-1', '-7', '-10', '-11', '-12'}
0	5	{'-13', '-9', '-6', '-7', '-10', '-11', '-12'}
0	6	{'-13', '-12'}
0	7	{'-9', '-6', '-7', '-10', '-11'}
0	16	{'-13', '-12'}
0	17	{'-13', '-12'}
0	8	{'-9', '-6', '-7', '-10', '-11'}
0	9	{'-9', '-6', '-7', '-10', '-11'}
0	62	{'-13', '-12'}
0	241	{'-13', '-12'}
0	30	{'-13', '-12'}
0	43	{'-13', '-12'}
0	22	{'-10', '-11'}
0	33	{'-9', '-7', '-6'}
0	12	{'-9', '-6', '-7', '-10', '-11'}
0	13	{'-9', '-7', '-6'}
0	78	{'-13', '-12'}
0	48	{'-13', '-12'}
0	49	{'-13', '-12'}
0	51	{'-13', '-12'}
0	67	{'-13', '-12'}
0	40	{'-10', '-11'}
0	41	{'-10', '-11'}
0	104	{'-9', '-7', '-6'}
0	177	{'-10', '-11'}
0	19	{'-9', '-7', '-6'}
0	27	{'-9', '-7', '-6'}
0	212	{'-13', '-12'}
0	213	{'-13', '-12'}
0	82	{'-13', '-12'}
0	83	{'-13', '-12'}
0	120	{'-13', '-12'}
0	64	{'-13', '-12'}
0	84	{'-13', '-12'}
0	85	{'-13', '-12'}
0	69	{'-10', '-11'}
0	76	{'-10', '-11'}
0	77	{'-10', '-11'}
0	221	{'-9', '-7', '-6'}
0	210	{'-10', '-11'}
0	211	{'-10', '-11'}
0	54	{'-9', '-7', '-6'}
0	55	{'-9', '-7', '-6'}
0	74	{'-9', '-7', '-6'}
0	87	{'-9', '-7', '-6'}
0	297	{'-13', '-12'}
0	682	{'-13', '-12'}
0	262	{'-13', '-12'}
0	405	{'-13', '-12'}
0	148	{'-13', '-12'}
0	995	{'-13', '-12'}
0	255	{'-13', '-12'}
0	648	{'-13', '-12'}
0	80	{'-13', '-12'}
0	81	{'-13', '-12'}
0	167	{'-13', '-12'}
0	191	{'-13', '-12'}
0	388	{'-13', '-12'}
0	127	{'-13', '-12'}
0	112	{'-10', '-11'}
0	111	{'-10', '-11'}
0	188	{'-10', '-11'}
0	380	{'-9', '-7'}
0	100	{'-9', '-7', '-6'}
0	101	{'-9', '-7', '-6'}
0	179	{'-9', '-7', '-6'}
0	258	{'-9', '-7', '-6'}
0	235	{'-9', '-7', '-6'}
0	484	{'-13', '-12'}
0	399	{'-13', '-12'}
0	309	{'-13', '-12'}
0	929	{'-13', '-12'}
0	102	{'-13', '-12'}
0	103	{'-13', '-12'}
0	116	{'-13', '-12'}
0	133	{'-13', '-12'}
0	514	{'-13', '-12'}
0	743	{'-13', '-12'}
0	226	{'-13', '-12'}
0	227	{'-13', '-12'}
0	430	{'-13', '-12'}
0	431	{'-13', '-12'}
0	145	{'-13', '-12'}
0	152	{'-10', '-11'}
0	242	{'-10', '-11'}
0	656	{'-9', '-7'}
0	780	{'-9', '-7'}
0	172	{'-9', '-7', '-6'}
0	173	{'-9', '-7', '-6'}
0	222	{'-9', '-7'}
0	269	{'-9', '-7'}
0	341	{'-9', '-7'}
0	549	{'-13', '-12'}
0	383	{'-13', '-12'}
0	728	{'-13', '-12'}
0	170	{'-13', '-12'}
0	130	{'-13', '-12'}
0	353	{'-13', '-12'}
0	270	{'-13', '-12'}
0	271	{'-13', '-12'}
0	641	{'-13', '-12'}
0	713	{'-13', '-12'}
0	782	{'-13', '-12'}
0	705	{'-13', '-12'}
0	157	{'-13', '-12'}
0	201	{'-13', '-12'}
0	256	{'-10', '-11'}
0	249	{'-9', '-7', '-6'}
0	192	{'-9', '-7', '-6'}
0	585	{'-9', '-7'}
0	724	{'-9', '-7'}
0	658	{'-13', '-12'}
0	327	{'-13', '-12'}
0	460	{'-13', '-12'}
0	889	{'-13', '-12'}
0	715	{'-13', '-12'}
0	735	{'-13', '-12'}
0	1415	{'-13', '-12'}
0	197	{'-13', '-12'}
0	446	{'-13', '-12'}
0	447	{'-13', '-12'}
0	295	{'-9', '-7', '-6'}
0	508	{'-9', '-7'}
0	1023	{'-13', '-12'}
0	1379	{'-13', '-12'}
0	322	{'-13', '-12'}
0	323	{'-13', '-12'}
0	614	{'-13', '-12'}
0	615	{'-13', '-12'}
0	354	{'-9', '-7', '-6'}
0	689	{'-9', '-7'}
0	772	{'-9', '-7'}
0	347	{'-13', '-12'}
0	894	{'-13', '-12'}
0	414	{'-9', '-7'}
0	1685	{'-9', '-7'}
0	1086	{'-9', '-7'}
0	759	{'-13', '-12'}
0	918	{'-9', '-7'}
0	919	{'-9', '-7'}
1	0	{'-13', '-9', '-6', '-1', '-7', '-10', '-11', '-12'}
