Type,MapIdx,Cells,Jaccard,GT Loss,Pred Loss,Edge_Jaccard,IM_similarity
10,2,50,0.615385,-1784.575183,-1797.513341,0.800000,0.914652
10,3,50,0.363636,-1633.798169,-1545.265644,0.580645,0.882435
10,4,50,0.363636,-1095.001197,-1255.043899,0.612903,0.908270
10,5,50,0.200000,-1289.672914,-2037.874293,0.291667,0.916152
10,6,50,0.200000,-1256.957475,-1454.826209,0.400000,0.919121
