Type,MapIdx,Cells,Jaccard,GT Loss,Pred Loss,Edge_Jaccard,IM_similarity
10,2,100,0.363636,-2170.277043,-1724.321615,0.464286,0.879817
10,3,100,0.363636,-1716.519746,-1606.461481,0.580645,0.882435
10,4,100,0.363636,-1335.802168,-1602.120002,0.612903,0.908270
10,5,100,0.363636,-1443.865138,-1332.203686,0.533333,0.896239
10,6,100,0.363636,-2325.198210,-3341.700278,0.612903,0.894643
